external_gene_name	ENTREZID	GO	GENENAME	GOTERM	Description_Ensembl	Uniprot_ID	PANTHER_Family_name	PANTHER_SF_name	Description_NCBI	ALIAS	lfc_HeatStress_SAHA	lfc_HeatStress	lfc_PE_SAHA	Crep1	Crep2	Crep3	Trep1	Trep2	Trep3	VMrep1	VMrep2	VMrep3	PErep1	PErep2
BnaA01g06610D	NA	NA	NA	NA	BnaA01g06610D protein	NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  1.19	LFC HeatStress:  1.94	LFC PE-SAHA :  -1.22	11.7643714548759	11.5739557850071	11.6906813695423	10.4640110179873	10.3024932841927	10.6403364331484	9.58325702692365	9.40701822229764	9.57533130848333	11.4876760825538	11.0041552048048
BnaA01g06620D	106392719	GO:0009734	tetraspanin-9	auxin-activated signaling pathway	BnaA01g06620D protein	A0A078GSR4	TETRASPANIN-8-RELATED	TETRASPANIN-9	tetraspanin-9	LOC106392719	LFC HeatStress-SAHA :  4.85	LFC HeatStress:  3.98	LFC PE-SAHA :  1.89	9.01697564351235	9.71745495903778	10.0700509729593	11.6942222506912	11.3801870898593	11.5299211765382	4.70846119009397	4.99784886084278	4.85518755199255	8.58147377828436	8.23690195563399
BnaA01g06730D	106392146	GO:0042546	probable xyloglucan endotransglucosylase/hydrolase protein 17	cell wall biogenesis	Xyloglucan endotransglucosylase/hydrolase	A0A078GRU0	XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 8-RELATED	XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE	probable xyloglucan endotransglucosylase/hydrolase protein 17	LOC106392146	LFC HeatStress-SAHA :  5.77	LFC HeatStress:  9.03	LFC PE-SAHA :  -3.83	7.36273449408003	7.25684572601042	7.1083643084364	5.02662801530067	3.04479714941578	4.66274222845158	3.04479714941578	3.04479714941578	3.40885606564875	7.0747234991342	5.674611274236
BnaA01g06730D	106392146	GO:0071555	probable xyloglucan endotransglucosylase/hydrolase protein 17	cell wall organization	Xyloglucan endotransglucosylase/hydrolase	A0A078GRU0	XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 8-RELATED	XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE	probable xyloglucan endotransglucosylase/hydrolase protein 17	LOC106392146	LFC HeatStress-SAHA :  5.77	LFC HeatStress:  9.03	LFC PE-SAHA :  -3.83	7.36273449408003	7.25684572601042	7.1083643084364	5.02662801530067	3.04479714941578	4.66274222845158	3.04479714941578	3.04479714941578	3.40885606564875	7.0747234991342	5.674611274236
BnaA01g06730D	106392146	GO:0010411	probable xyloglucan endotransglucosylase/hydrolase protein 17	xyloglucan metabolic process	Xyloglucan endotransglucosylase/hydrolase	A0A078GRU0	XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 8-RELATED	XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE	probable xyloglucan endotransglucosylase/hydrolase protein 17	LOC106392146	LFC HeatStress-SAHA :  5.77	LFC HeatStress:  9.03	LFC PE-SAHA :  -3.83	7.36273449408003	7.25684572601042	7.1083643084364	5.02662801530067	3.04479714941578	4.66274222845158	3.04479714941578	3.04479714941578	3.40885606564875	7.0747234991342	5.674611274236
BnaA01g06800D	NA	NA	NA	NA	NADPH--cytochrome P450 reductase	A0A078GSJ9	NITRIC OXIDE SYNTHASE-RELATED	NADPH--CYTOCHROME P450 REDUCTASE	NA	NA	LFC HeatStress-SAHA :  2.48	LFC HeatStress:  1.76	LFC PE-SAHA :  1.36	7.0918081514317	6.98389736001872	6.49272092342928	8.32269317431201	8.41953358073798	7.44167056055154	5.98516064890813	5.83281957919648	5.62838898954177	7.67743934449532	7.80910348689371
BnaA01g06870D	NA	NA	NA	NA	BnaA01g06870D protein	A0A078GSP5	UNCHARACTERIZED	DUF630 FAMILY PROTEIN (DUF630 AND DUF632)	NA	NA	LFC HeatStress-SAHA :  -10.8	LFC HeatStress:  -13.53	LFC PE-SAHA :  5.99	3.04479714941578	3.04479714941578	3.04479714941578	4.39665247928927	5.29749270912109	4.92513990118195	4.32372755123274	4.33327059805041	4.05639435022093	3.04479714941578	3.04479714941578
BnaA01g07590D	NA	NA	NA	NA	BnaA01g07590D protein	A0A078IF27	ACID PHOSPHATASE-LIKE PROTEIN	ACID PHOSPHATASE-LIKE PROTEIN	NA	NA	LFC HeatStress-SAHA :  4.41	LFC HeatStress:  3.17	LFC PE-SAHA :  2.68	6.68371371917325	6.11785467681493	5.26952086331662	8.74586981600778	8.47637088631908	8.34364877901912	3.85355218784927	3.04479714941578	3.76727529500865	5.4816128486022	5.30906151160322
BnaA01g07620D	NA	NA	NA	NA	BnaA01g07620D protein	A0A078IHM0	GAMMA GLUTAMYL TRANSPEPTIDASE	BNAA01G07620D PROTEIN	NA	NA	LFC HeatStress-SAHA :  2.34	LFC HeatStress:  1.54	LFC PE-SAHA :  1.54	5.22605591224685	6.7982598876752	7.27484324755053	8.38008989272788	7.89601564651038	7.82591153901836	4.53265543310301	4.8700498865702	4.63571211569232	6.12444219101656	5.84986192139691
BnaA01g07840D	NA	NA	NA	NA	BnaA01g07840D protein	A0A078HBV1	ASPARTYL-TRNA SYNTHETASE	ASPARTATE--TRNA LIGASE 1, CYTOPLASMIC	NA	NA	LFC HeatStress-SAHA :  -3.8	LFC HeatStress:  -2.49	LFC PE-SAHA :  -2.04	7.22721433104396	7.45221195359683	6.60168378844408	4.82735061479956	6.07795928101409	5.28294448973049	9.22856837574434	9.35926602789652	9.49098085789716	7.08852901597588	6.37315620745217
BnaA01g08150D	NA	NA	NA	NA	BnaA01g08150D protein	A0A078HBR9	PHOTOSYSTEM I REACTION CENTER SUBUNIT IV A, CHLOROPLASTIC-RELATED	PHOTOSYSTEM I REACTION CENTER SUBUNIT IV A, CHLOROPLASTIC-RELATED	NA	NA	LFC HeatStress-SAHA :  -2.63	LFC HeatStress:  -4.05	LFC PE-SAHA :  2.79	5.05232532151566	4.72058515323672	5.97941013098284	7.79882740970217	7.39525390697451	7.67942559521653	5.6203971212963	5.81977304664569	5.40491608056539	4.01490366466994	3.99147933683863
BnaA01g08250D	NA	NA	NA	NA	BnaA01g08250D protein	A0A078HBR2	CYSTEINE-RICH RECEPTOR-LIKE PROTEIN KINASE 3	CYSTEINE-RICH RECEPTOR-LIKE PROTEIN KINASE 43-RELATED	NA	NA	LFC HeatStress-SAHA :  5.52	LFC HeatStress:  7.99	LFC PE-SAHA :  -3.9	6.86116406389814	4.949163317101	5.87795192863371	3.04479714941578	4.13184394342962	4.21723010930665	3.41026001838346	3.04479714941578	3.04479714941578	6.27821440634236	6.34041152657103
BnaA01g08350D	NA	NA	NA	NA	BnaA01g08350D protein	A0A078HBQ3	OS03G0336100 PROTEIN-RELATED	11S GLOBULIN	NA	NA	LFC HeatStress-SAHA :  7.43	LFC HeatStress:  6.3	LFC PE-SAHA :  2.39	9.62513378551302	10.2036692260771	9.97878185877013	12.2678926517877	12.5032359775585	12.2122063675629	3.56027631476723	3.90386714924968	3.04479714941578	7.40748108035725	7.54274360257129
BnaA01g08900D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -3.05	LFC HeatStress:  -4.27	LFC PE-SAHA :  2.46	5.51687944411951	6.45328164742042	4.54902082361061	7.647958953385	7.75862669306765	7.99188796068318	7.76090967251527	7.55393208450756	8.13409677748064	5.02180883357318	5.23709135901076
BnaA01g09490D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  9.14	LFC HeatStress:  8	LFC PE-SAHA :  2.41	4.69585512241442	5.55004596154225	5.94640614319652	6.80728613141007	7.14717218255495	8.12886208197548	3.04479714941578	3.04479714941578	3.04479714941578	4.4931433673647	4.09871982702954
BnaA01g09830D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -2.51	LFC HeatStress:  -3.09	LFC PE-SAHA :  1.09	7.89662857705602	7.13400545787939	6.55909627866186	7.90438510824482	8.5233657535416	8.46149118853503	9.73969106160601	9.66889670047557	9.77297280401384	6.94408855988798	7.22444468543106
BnaA01g09890D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -2.2	LFC HeatStress:  -1.56	LFC PE-SAHA :  -1.07	8.02085664853258	7.6442728310871	7.0328522449943	6.35584291410686	6.61937505688257	6.98293586925299	8.79743278356598	8.48118267945005	8.12045596187762	7.2322090164237	6.70369996746922
BnaA01g10030D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  10.56	LFC HeatStress:  9.88	LFC PE-SAHA :  1.3	10.4701548668104	10.5797600060081	10.5878032749232	11.952378500145	11.7877949434166	11.8024457891597	3.56027631476723	3.04479714941578	3.04479714941578	9.01878887897776	8.44571847206012
BnaA01g10350D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  9.31	LFC HeatStress:  8.49	LFC PE-SAHA :  1.47	5.17069618060585	5.36173097321736	6.1908959885298	7.13635944810726	6.25760337439822	6.95631496756512	3.04479714941578	3.04479714941578	3.04479714941578	4.89280995300096	4.28151411933627
BnaA01g10930D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  9.84	LFC HeatStress:  8.37	LFC PE-SAHA :  3.5	5.55976135851429	5.08108367105262	5.76848049723004	8.40242334475147	8.42366857489215	8.63454603956941	3.04479714941578	3.04479714941578	3.04479714941578	4.58482290087834	4.36157273551113
BnaA01g11360D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -2.15	LFC HeatStress:  -1.22	LFC PE-SAHA :  -1.57	6.81020737649198	6.98389736001872	7.38813430769745	5.82941646255754	5.09402043261368	6.25997011921483	8.23669596747329	8.2695852445253	8.19001793041734	7.04670660475983	6.79074872561208
BnaA01g11750D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  3.77	LFC HeatStress:  2.61	LFC PE-SAHA :  2.27	5.95964188421188	5.75373598512973	5.15473031937749	7.8965345569408	7.40366701764642	7.30092569751665	3.04479714941578	3.65666953670018	3.76727529500865	4.89280995300096	4.4359122367819
BnaA01g11800D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  2.36	LFC HeatStress:  1.41	LFC PE-SAHA :  1.88	11.8091638439389	11.9067167210981	11.7328906019698	13.7659023587625	13.7517459147935	13.5859833121078	8.97740367825274	8.12121589293086	8.17689896461213	10.6814870236032	10.3864351183712
BnaA01g12360D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -2.41	LFC HeatStress:  -3.04	LFC PE-SAHA :  1.09	6.91036514625455	7.30823647988167	7.27484324755053	8.48844884447121	7.97707510861601	8.03689996951806	10.068479325967	10.0588876308097	10.0900180907575	7.50321416979623	7.49189297082331
BnaA01g12370D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  9.21	LFC HeatStress:  8.31	LFC PE-SAHA :  1.57	7.43159337919104	7.14818592916844	7.38813430769745	8.84293743989367	8.76410373381878	8.82245057666822	3.41026001838346	3.04479714941578	3.04479714941578	4.82290673538765	5.44224668882213
BnaA01g12680D	NA	NA	NA	NA	BnaA01g12680D protein	A0A078HUA4	DIHYDROOROTASE	DIHYDROOROTASE	NA	NA	LFC HeatStress-SAHA :  -4.4	LFC HeatStress:  -1.78	LFC PE-SAHA :  -3.64	5.92771030093665	6.22980968768026	5.26952086331662	3.04479714941578	4.47827035429759	3.58058867185319	6.61171948840918	6.77882181777423	6.88126118713116	5.24621052737432	5.16093810853386
BnaA01g12750D	NA	NA	NA	NA	BnaA01g12750D protein	A0A078HV81	CYSTEINE-RICH REPEAT SECRETORY PROTEIN 38-RELATED	BNAA01G12770D PROTEIN	NA	NA	LFC HeatStress-SAHA :  12.72	LFC HeatStress:  11.95	LFC PE-SAHA :  1.35	7.21423503242211	7.36999012470615	6.83348682823522	8.20690753853968	8.53869623811704	8.47088986756466	3.04479714941578	3.04479714941578	3.04479714941578	7.10220271892043	7.95021538268808
BnaA01g12780D	NA	NA	NA	NA	BnaA01g12780D protein	A0A078HU96	CYSTEINE-RICH REPEAT SECRETORY PROTEIN 38-RELATED	BNAA01G12770D PROTEIN	NA	NA	LFC HeatStress-SAHA :  14.61	LFC HeatStress:  13.97	LFC PE-SAHA :  1.03	8.67828650123584	8.77042206996738	8.52991163498095	10.0038933427703	8.99276644055731	9.82586063572943	3.04479714941578	3.04479714941578	3.04479714941578	8.87139560798252	10.040441468331
BnaA01g12890D	NA	NA	NA	NA	BnaA01g12890D protein	A0A078HRM3	OS03G0233200 PROTEIN	THAUMATIN-LIKE PROTEIN	NA	NA	LFC HeatStress-SAHA :  10.31	LFC HeatStress:  9.21	LFC PE-SAHA :  2.43	10.5636666972816	10.8575172683463	10.7410265128091	13.2190786155325	13.1247672244317	13.1027336009804	3.04479714941578	3.54562306975176	3.55830633970976	9.36239562635955	9.26403734090833
BnaA01g13020D	NA	NA	NA	NA	BnaA01g13020D protein	A0A078I3E8	PROTEIN, PUTATIVE (DUF239)-RELATED-RELATED	CARBOXYL-TERMINAL PEPTIDASE	NA	NA	LFC HeatStress-SAHA :  11.74	LFC HeatStress:  10.87	LFC PE-SAHA :  1.78	10.9110588127087	10.630975919419	10.4955441364886	12.4775467542409	12.430401095343	12.5014703137488	3.04479714941578	3.54562306975176	3.04479714941578	10.0337461386515	9.32537565614883
BnaA01g13360D	NA	NA	NA	NA	BnaA01g13360D protein	A0A078IE32	CATION/H +  ANTIPORTER	CATION/H(+) ANTIPORTER 17	NA	NA	LFC HeatStress-SAHA :  -2.47	LFC HeatStress:  -1.55	LFC PE-SAHA :  -1.48	8.70629265563416	8.61623321916033	8.1211873557367	7.6849074419649	6.71751770511208	6.81522298041999	9.78305820953595	9.61539096868067	9.68310868557442	8.18651108811932	7.77914117103825
BnaA01g13540D	NA	NA	NA	NA	BnaA01g13540D protein	A0A078ICM7	UDP-GLUCOSE 4-EPIMERASE	UDP-GLUCOSE 4-EPIMERASE	NA	NA	LFC HeatStress-SAHA :  -1.9	LFC HeatStress:  -1.26	LFC PE-SAHA :  -1.17	10.0660762643458	9.62699968473934	9.95044021601284	8.91070336146164	8.68709277923031	8.6919264666318	11.5039206870428	10.9631644461011	11.1183857049146	10.0248315594839	9.96801886575522
BnaA01g13770D	NA	NA	NA	NA	BnaA01g13770D protein	NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  2.82	LFC HeatStress:  1.82	LFC PE-SAHA :  1.96	7.57034486752771	6.7982598876752	5.37509545330769	8.78463479323483	8.61299413106252	8.54839667960164	4.70846119009397	4.69670376724174	4.36414087505799	6.01169095883633	6.30689002178898
